i charge it at night and skip taking the cord with me because of the good battery life .|||O O O O O O O O O B-AP O O O O O O B-AP I-AP O
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed .|||O O O O O O O O O B-AP O O O O O O O O O O O O O O O O O O O O
strong performance in this device makes use of fun and a strong sense of the era of speed this device serves all modern requirements is a very strong game and is very use for designers .|||O B-AP O O O O B-AP O O O O O O O O O O B-AP O O O O O O O O O O O O O O B-AP O O O
unless you need the bluetooth 3 .|||O O O O B-AP I-AP O
i was sorly disapointed to discover that hp what i thought was a reputable company would n't honor the warrenty when the fan blade fell apart .|||O O O O O O O O O O O O O O O O O O O B-AP O O B-AP I-AP O O O
that is pretty sad when they name them specifically .|||O O O O O O O O O O
more times that not the screen pops up saying i have a bad internet connection , or the page ca n't be displayed .|||O O O O O O O O O O O O O B-AP I-AP O O O O O O O O O
no viruses .|||O O O
it is everything that i would want in a computer .|||O O O O O O O O O O O
do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop .|||O O O O O O O O O B-AP I-AP O O O O O O O O O
however , if i sound enthusiastic about this , i am !|||O O O O O O O O O O O O
you will fall in love with it in no time .|||O O O O O O O O O O O
i give this laptop a five star review i love it and it has done chams for me .|||O O O O O O O O O O O O O O O O O O O
they removed them and returned the computer to me .|||O O O O O O O O O O
i do n't understand why only windows 7 starter is included .|||O O O O O O B-AP I-AP I-AP O O O
on 3 july 2004 , i purcased this model at best buy for about $ 150|||O O O O O O O O O O O O O O O O
i went with him and we picked this one .|||O O O O O O O O O O
while most people say that pcs hold functionality and value and macs are just pretty to look at , i think there 's something to be said about the simplicity of macs .|||O O O O O O O B-AP O B-AP O O O O O O B-AP O O O O O O O O O O O O B-AP O O O
this is my second macbook pro and it 's better than ever .|||O O O O O O O O O O O O O
my macbook is so much better looking and so thin !|||O O O O O O B-AP O O O O
the notebook would not turn back on again .|||O O O O O O O O O
the ease of use is wonderful .|||O O O B-AP O O O
this system came loaded with windows 7 starter .|||O O O O O B-AP I-AP I-AP O
-when battery life went to 4 hours or less , took it to the machouse amsterdam for repair 26th of august .|||O B-AP I-AP O O O O O O O O O O O O O O O O O O O
the battery gets so hot it is scary .|||O B-AP O O O O O O O
best thing is i can use existing 32 bit old programs .|||O O O O O O O O O O B-AP O
it 's so nice to look at and the keys are easy to type with .|||O O O O O B-AP O O O B-AP O O O O O O
the apple macbook pro nothing to say butprofessionally great and outstanding .|||O O O O O O O O O O O O
it 's also very energy efficient , running on a quarter of the power it takes to run a 60 watt lightbulb .|||O O O O O O O O O O O O O O O O O O O O O O O
i am forever changed and will no longer buy a windows based machine for personal use .|||O O O O O O O O O O B-AP O O O O O O
mom , dad , brother , sister , you name it !|||O O O O O O O O O O O O
but it came back in even worse shape .|||O O O O O O O O O
the only thing i would change about it is the mouse keys .|||O O O O O O O O O O B-AP I-AP O
it is absolutely horrible to use , despite all its so called advanced features .|||O O O O O B-AP O O O O O O O B-AP O
before , i reloaded with windows 7 ultimate and used only the downloaded drivers from acer 's site .|||O O O O O B-AP I-AP I-AP O O O O O B-AP O O O O O
i have to keep turning it until it decides to lower and there is no mute .|||O O O O O O O O O O O O O O O B-AP O
it 's still beautiful and has better color reproduction than i could ever expect from a notebook .|||O O O O O O O B-AP I-AP O O O O O O O O O
after that i turned to email in my next vain help to get them to acknowledge that the warranty was still valid .|||O O O O O O O O O O O O O O O O O O B-AP O O O O
so far , a great product .|||O O O O O O O
he loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started .|||O O O O O O O O B-AP O O O O O O O O O O O O O O O O O O O O O
u can do what u want in just few seconds , even to start up your computer takes few seconds .|||O O O O O O O O O O O O O B-AP I-AP O O O O O O
it 's the most wonderful thing in the entire world .|||O O O O O O O O O O O
so i 'd pop them off to see what the problem was , well guess what ? the darn thing would n't go back on .|||O O O O O O O O O O O O O O O O O O O O O O O O O O
also , macbooks come with much more features which are so cool !|||O O O O O O O B-AP O O O O O
they sent out a sony 'certified' technician .|||O O O O B-AP I-AP I-AP O
they have developed excellent proprietary software for editing video and pictures and i 'm looking forward to utilizing these tools on the regular .|||O O O O B-AP I-AP O O O O O O O O O O O O O O O O O O
getting the apple care plan is a must .|||O O B-AP I-AP I-AP O O O O
i 've saved a lot of time and headaches so far , using my new macbook pro .|||O O O O O O O O O O O O O O O O O O
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive .|||O O O O O O O O O O O O O O O O O O O O O B-AP I-AP O O O B-AP I-AP O
-apple offers to send replacement and after 10 days i send them the old computer .|||O O O O O O O O O O O O O O O O
so far , i have no complaints .|||O O O O O O O O
his was worth $ 36 .|||O O O O O O
now am very aprehensive about toshiba laptops .|||O O O O O O O O
i spent 2200 dollars on a top of the line laptop .|||O O O O O O O O O O O O
i also own an hp notebook and it does n't even come close .|||O O O O O O O O O O O O O O
our apple 133 macbook pro notebook computer z0j80001 notebook and has become such an integral part of completing our daily needs and social networking .|||O O O O O O O O O O O O O O O O O O O O O O O O O
i am constantly trying to uninstall programs , clean cookies , and delete unused files .|||O O O O O O B-AP O O O O O O O O O
the dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features .|||O O O O O B-AP O O B-AP O O O O B-AP I-AP O O O O O O O O O B-AP I-AP O O B-AP O O O O B-AP O
the only downfall is the battery only last 15-20 hrs when not plugged in .|||O O O O O B-AP O O O O O O O O O
the graphics on this computer are also stellar , very clear and vivid .|||O B-AP O O O O O O O O O O O O
aside from the trial software and the short battery life , lack of a webcam , its great .|||O O O B-AP I-AP O O O B-AP I-AP O O O O B-AP O O O O
as a die-hard windows enthusiast , i shunned the idea of a mac until this point .|||O O O B-AP O O O O O O O O O O O O O
i think that if it is the motherboard again so soon that they should replace it .|||O O O O O O O B-AP O O O O O O O O O
if this computer every breaks down on me i will most definatly get the same one again .|||O O O O O O O O O O O O O O O O O O
i had a macbook notebook , and it had absolutely no protection from viruses , spyware , malware , etc .|||O O O O O O O O O O O O O O O O O O O O O
the computer loads in about a 1/10th of the time that my pc did , and i have all of the programs that were on my pc .|||O O B-AP O O O O O O O O O O O O O O O O O O B-AP O O O O O O
i made the right decision .|||O O O O O O
in the past few years , i 've had terrible experiences with hp .|||O O O O O O O O O O O O O O
overall , it 's ok .|||O O O O O O
graphics are clean and sharp , internet interfaces are seamless .|||B-AP O O O O O B-AP I-AP O O O
the newer black keyboard took a little bit away from the previous gray one which looked really slick , but it is still a great notebook !|||O O B-AP I-AP O O O O O O O O O O O O O O O O O O O O O O O
sony parts reliability and quality of service is recenlty the worst .|||O O O O O O B-AP O O O O O
i am very happy !|||O O O O O
as with any laptop not purchased with software options , it comes with a lot of what i consider useless applications .|||O O O O O O O B-AP I-AP O O O O O O O O O O O B-AP O
its office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .|||O B-AP O O O O B-AP O O B-AP O O O O O O O O O O O O O O O O O O O B-AP O
i occassionaly use it for work via vpn and it has not given me any problems .|||O O O O O O O O O O O O O O O O O
i sent it back and they lost it .|||O O O O O O O O O
it just works flawlessly !|||O O B-AP O O
do you think i purposely destroy my netbook , so that i can demand a new set ? do you think it 's fun to take public transport all the way to the service center and get a non-satisfactory solution ? or rather no solution .|||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AP I-AP O O O O O O O O O O O
i 'm having the laptop returned unrepaired since paying $ 176 every 3 months just is n't worth it that 's about how long the port seems to last .|||O O O O O O O O O O O O O O O O O O O O O O O O O B-AP O O O O
ok first .|||O O O
so if you move laptop a lot , it might get loose , however it sits pretty tightly .|||O O O O O O O O O O O O O O O O O O O
